     0  -0.0075690303    0.028111724      0.0000000 9.7847380E-312
     1     0.96724240    -0.90820012      0.0000000 9.7847380E-312
     2     0.97421388    -0.90747860      0.0000000      0.0000000
     3      1.2182155     -1.4363195      0.0000000      0.0000000
     4      1.2214025     -1.4335029      0.0000000      0.0000000
     5      1.3468890     -1.7482960      0.0000000      0.0000000
     6      1.3259746     -1.6845157      0.0000000      0.0000000
     7      1.4026608     -1.8887983      0.0000000      0.0000000
     8      1.3839374     -1.8304828      0.0000000      0.0000000
     9      1.4488718     -2.0076125      0.0000000      0.0000000
    10      1.4478758     -1.9979134      0.0000000      0.0000000
    11      1.4910990     -2.1195677      0.0000000      0.0000000
    12      1.4998631     -2.1374711      0.0000000      0.0000000
    13      1.5432854     -2.2631497      0.0000000      0.0000000
    14      1.5315335     -2.2220541      0.0000000      0.0000000
    15      1.5572284     -2.2959575      0.0000000      0.0000000
    16      1.5558341     -2.2859522      0.0000000      0.0000000
    17      1.5799355     -2.3564102      0.0000000      0.0000000
    18      1.5970654     -2.4038179      0.0000000      0.0000000
    19      1.6253497     -2.4887249      0.0000000      0.0000000
    20      1.6193741     -2.4652852      0.0000000      0.0000000
    21      1.6241546     -2.4773259      0.0000000      0.0000000
    22      1.6337154     -2.5019445      0.0000000      0.0000000
    23      1.6408861     -2.5212509      0.0000000      0.0000000
    24      1.6418820     -2.5202865      0.0000000      0.0000000
    25      1.6580160     -2.5672481      0.0000000      0.0000000
    26      1.6502478     -2.5387910      0.0000000      0.0000000
    27      1.6671785     -2.5897941      0.0000000      0.0000000
    28      1.6741500     -2.6075360      0.0000000      0.0000000
    29      1.6966579     -2.6775776      0.0000000      0.0000000
    30      1.6922758     -2.6605017      0.0000000      0.0000000
    31      1.6950644     -2.6669223      0.0000000      0.0000000
    32      1.6948652     -2.6637372      0.0000000      0.0000000
    33      1.6966579     -2.6668959      0.0000000      0.0000000
    34      1.7014383     -2.6784812      0.0000000      0.0000000
    35      1.6978530     -2.6642936      0.0000000      0.0000000
    36      1.6843084     -2.6185287      0.0000000      0.0000000
    37      1.6815198     -2.6075315      0.0000000      0.0000000
    38      1.6831133     -2.6110733      0.0000000      0.0000000
    39      1.6859019     -2.6182878      0.0000000      0.0000000
    40      1.6803247     -2.5967588      0.0000000      0.0000000
    41      1.6934709     -2.6358776      0.0000000      0.0000000
    42      1.6898856     -2.6203106      0.0000000      0.0000000
    43      1.7026335     -2.6576536      0.0000000      0.0000000
    44      1.6928734     -2.6250569      0.0000000      0.0000000
    45      1.6930726     -2.6225060      0.0000000      0.0000000
    46      1.7008408     -2.6440397      0.0000000      0.0000000
    47      1.7026335     -2.6484142      0.0000000      0.0000000
    48      1.6966579     -2.6267551      0.0000000      0.0000000
    49      1.6918775     -2.6104494      0.0000000      0.0000000
    50      1.6914791     -2.6070959      0.0000000      0.0000000
    51      1.7106009     -2.6655581      0.0000000      0.0000000
    52      1.7064180     -2.6490651      0.0000000      0.0000000
    53      1.7062188     -2.6467882      0.0000000      0.0000000
    54      1.7145846     -2.6711467      0.0000000      0.0000000
    55      1.7149829     -2.6709580      0.0000000      0.0000000
    56      1.7157797     -2.6695675      0.0000000      0.0000000
    57      1.7086090     -2.6450574      0.0000000      0.0000000
    58      1.6958612     -2.6013310      0.0000000      0.0000000
    59      1.7010400     -2.6158581      0.0000000      0.0000000
    60      1.7161780     -2.6618304      0.0000000      0.0000000
    61      1.7257389     -2.6918875      0.0000000      0.0000000
    62      1.7360965     -2.7228988      0.0000000      0.0000000
    63      1.7400802     -2.7337046      0.0000000      0.0000000
    64      1.7366941     -2.7192303      0.0000000      0.0000000
    65      1.7321128     -2.7016909      0.0000000      0.0000000
    66      1.7490436     -2.7546379      0.0000000      0.0000000
    67      1.7436656     -2.7343527      0.0000000      0.0000000
    68      1.7416737     -2.7251287      0.0000000      0.0000000
    69      1.7428688     -2.7274734      0.0000000      0.0000000
    70      1.7396819     -2.7137212      0.0000000      0.0000000
    71      1.7356982     -2.7004566      0.0000000      0.0000000
    72      1.7331088     -2.6897364      0.0000000      0.0000000
    73      1.7372916     -2.7012133      0.0000000      0.0000000
    74      1.7277308     -2.6684282      0.0000000      0.0000000
    75      1.7436656     -2.7179921      0.0000000      0.0000000
    76      1.7506370     -2.7383047      0.0000000      0.0000000
    77      1.7444623     -2.7170079      0.0000000      0.0000000
    78      1.7422713     -2.7103909      0.0000000      0.0000000
    79      1.7333079     -2.6817762      0.0000000      0.0000000
    80      1.7374908     -2.6899364      0.0000000      0.0000000
    81      1.7337063     -2.6757545      0.0000000      0.0000000
    82      1.7384868     -2.6877278      0.0000000      0.0000000
    83      1.7329096     -2.6672460      0.0000000      0.0000000
    84      1.7382876     -2.6815113      0.0000000      0.0000000
    85      1.7329096     -2.6649700      0.0000000      0.0000000
    86      1.7323120     -2.6591838      0.0000000      0.0000000
    87      1.7364949     -2.6714709      0.0000000      0.0000000
    88      1.7356982     -2.6674819      0.0000000      0.0000000
    89      1.7345031     -2.6622924      0.0000000      0.0000000
    90      1.7331088     -2.6567167      0.0000000      0.0000000
    91      1.7352998     -2.6605048      0.0000000      0.0000000
    92      1.7279300     -2.6361335      0.0000000      0.0000000
    93      1.7257389     -2.6266706      0.0000000      0.0000000
    94      1.7243446     -2.6204996      0.0000000      0.0000000
    95      1.7129911     -2.5834427      0.0000000      0.0000000
