     0    0.013345396    0.013852886   0.0021910351    0.014133228
     1     0.49119023    -0.22723967     0.49318208    -0.22892997
     2     0.48860083    -0.22285753     0.49736497    -0.23131839
     3     0.53182397    -0.26598603     0.53023049    -0.26424860
     4     0.51728347    -0.24964134     0.52564924    -0.25745923
     5     0.51429569    -0.24555358     0.51987287    -0.25055513
     6     0.49278371    -0.22353438     0.50971444    -0.23906796
     7     0.48800327    -0.21759508     0.50274296    -0.23106035
     8     0.47764565    -0.20736227     0.47664973    -0.20563158
     9     0.45991819    -0.19108248     0.47186929    -0.20022400
    10     0.43641435    -0.17020115     0.46868233    -0.19609974
    11     0.42008118    -0.15618933     0.45872308    -0.18691418
    12     0.42187385    -0.15642825     0.44458094    -0.17390010
    13     0.41729259    -0.15202325     0.44039805    -0.16972228
    14     0.41111786    -0.14635874     0.43262984    -0.16237421
    15     0.40713416    -0.14205118     0.42147548    -0.15270637
    16     0.39617898    -0.13321976     0.40693497    -0.14113128
    17     0.39119936    -0.12887356     0.40155698    -0.13635223
    18     0.38442707    -0.12364332     0.39219528    -0.12904813
    19     0.37207760    -0.11406427     0.38920751    -0.12649657
    20     0.37167923    -0.11300742     0.37227678    -0.11397310
    21     0.36171998    -0.10608641     0.36490694    -0.10886411
    22     0.36052487    -0.10494156     0.35594361    -0.10210149
    23     0.35454932    -0.10034747     0.34976888   -0.097746717
    24     0.34439088   -0.093396628     0.34080555   -0.091689268
    25     0.33741940   -0.089085658     0.33263896   -0.086276850
    26     0.33702103   -0.088343741     0.32566749   -0.081402976
    27     0.32825689   -0.082975124     0.32626504   -0.081367189
    28     0.31730172   -0.076356437     0.32447238   -0.079702043
    29     0.31092780   -0.072380321     0.31809846   -0.075899306
    30     0.30535062   -0.069039000     0.31212291   -0.071733386
    31     0.29817996   -0.065139456     0.30176529   -0.065679191
    32     0.29798077   -0.065079865     0.29937507   -0.063752192
    33     0.29578974   -0.063218330     0.29658648   -0.062371990
    34     0.29678566   -0.063022575     0.28841989   -0.057980401
    35     0.29300115   -0.060703194     0.28702560   -0.057135806
    36     0.28822071   -0.057879627     0.28682641   -0.056229954
